Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
가르시아,Giants,32,125,460,513,130,73,25,2,30,68,111,48,6,100,3,2,0,10,2,1,0.2826087
강정호,Heroes,21,116,362,408,98,71,18,1,8,36,47,31,1,65,5,3,7,12,3,1,0.27071823
발데스,Tigers,30,47,156,176,34,23,9,1,1,17,16,9,0,19,1,1,9,2,13,4,0.21794872
김현수,Bears,20,126,470,558,168,120,34,5,9,83,89,80,1,40,5,2,0,12,13,8,0.35744681
이대호,Giants,26,122,435,527,131,90,23,0,18,73,94,62,4,56,18,12,0,9,0,1,0.30114943
황재균,Heroes,20,117,306,333,73,61,10,1,1,27,18,16,0,56,2,2,7,8,10,7,0.23856209
클락,Eagles,32,125,472,546,116,66,25,3,22,96,79,63,4,78,5,5,1,8,25,5,0.24576271
최희섭,Tigers,29,55,188,207,43,34,2,1,6,17,22,15,2,41,3,1,0,4,4,3,0.2287234
크루즈,Lions,35,43,156,181,44,34,8,0,2,21,21,20,1,25,3,2,0,9,1,0,0.28205128
페타지니,Twins,37,68,216,259,75,50,17,1,7,29,35,40,1,26,2,1,0,5,1,0,0.34722222
최승환,Bears,30,63,100,109,21,13,7,0,1,7,13,8,0,18,0,1,0,4,0,0,0.21
강봉규,Lions,30,81,134,160,37,26,8,0,3,27,14,19,0,28,3,1,3,3,3,4,0.2761194
정원석,Bears,31,90,107,114,24,20,1,1,2,23,15,2,0,27,4,1,0,1,7,3,0.22429907
오윤,Heroes,26,31,30,34,6,4,1,1,0,5,3,4,0,5,0,0,0,2,2,0,0.2
전근표,Heroes,31,32,49,59,11,10,0,0,1,6,4,10,1,11,0,0,0,1,0,0,0.2244898
박정환,Wyverns,30,25,50,60,12,7,4,0,1,3,6,9,0,10,0,0,1,0,1,1,0.24
김주찬,Giants,27,104,412,458,129,105,16,7,1,75,42,24,0,61,8,5,9,6,32,18,0.3131068
김상훈,Tigers,30,35,86,94,23,18,3,0,2,8,9,5,0,13,1,1,1,1,1,1,0.26744186
김상현,Twins,27,75,214,243,52,33,9,2,8,28,18,19,0,55,3,2,5,8,2,3,0.24299065
채종범,Tigers,30,70,147,166,29,21,3,1,4,13,16,11,0,33,4,1,3,4,2,1,0.19727891
이성우,Tigers,26,39,31,37,3,2,0,0,1,2,3,2,0,8,0,1,3,2,0,0,0.09677419
김원섭,Tigers,29,106,344,404,105,87,14,4,0,55,30,51,1,50,3,2,4,3,21,8,0.30523256
박한이,Lions,29,104,370,442,117,94,17,2,4,57,41,63,1,37,1,3,5,6,5,6,0.31621622
신명철,Lions,29,97,244,278,45,36,8,0,1,29,17,19,0,32,2,6,7,7,9,1,0.18442623
박종윤,Giants,26,15,34,35,7,4,1,0,2,5,4,0,0,11,1,0,0,0,0,0,0.20588235
김경언,Tigers,25,8,20,20,4,4,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0.2
김동건,Wyverns,26,14,26,27,7,6,0,0,1,2,3,0,0,7,0,0,1,0,0,0,0.26923077
박준서,Giants,26,26,16,20,2,2,0,0,0,2,1,2,0,2,1,1,0,0,0,0,0.125
조중근,Heroes,25,31,68,69,19,12,6,0,1,7,9,1,0,15,0,0,0,2,1,0,0.27941176
김강민,Wyverns,25,106,258,295,70,48,16,3,3,38,32,26,0,46,6,0,5,2,16,8,0.27131783
정상호,Wyverns,25,81,171,190,40,26,8,0,6,21,23,12,0,49,2,2,3,5,0,1,0.23391813
조동화,Wyverns,27,103,283,337,79,70,4,4,1,43,26,33,2,56,3,3,15,6,19,3,0.27915194
박재상,Wyverns,25,94,314,363,86,66,18,1,1,46,34,36,0,50,5,1,7,3,21,9,0.27388535
김우석,Lions,32,8,10,13,3,1,2,0,0,2,1,2,0,2,0,0,1,0,1,0,0.3
김용우,Twins,28,25,26,31,4,2,1,0,1,2,4,3,0,7,1,1,0,0,0,0,0.15384615
추승우,Eagles,28,119,371,419,91,75,13,3,0,53,20,30,4,75,10,1,7,3,19,5,0.24528302
안치용,Twins,29,101,370,421,109,72,27,3,7,46,52,39,1,79,0,9,3,6,7,2,0.29459459
오태근,Twins,30,7,9,11,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,1,0
유재웅,Bears,29,104,261,293,72,58,10,0,4,24,32,26,3,49,1,4,1,7,1,4,0.27586207
김민우,Heroes,29,16,18,20,1,0,1,0,0,3,2,2,0,6,0,0,0,0,0,0,0.05555556
강귀태,Heroes,28,104,261,286,65,53,6,2,4,19,22,13,1,28,1,5,6,7,1,1,0.24904215
조재호,Heroes,28,49,94,103,21,16,5,0,0,7,8,6,0,9,1,1,1,2,1,2,0.22340426
강병식,Heroes,31,71,119,141,32,20,8,0,4,12,17,14,1,18,3,2,3,2,0,2,0.26890756
현재윤,Lions,28,67,125,138,31,20,8,1,2,9,19,6,0,13,0,3,4,0,2,0,0.248
최형우,Lions,24,126,384,440,106,63,24,0,19,68,71,48,2,76,6,2,0,9,3,0,0.27604167
조동찬,Lions,24,68,151,186,34,30,2,0,2,25,14,19,0,32,5,5,6,4,8,3,0.22516556
이현곤,Tigers,28,112,393,435,101,78,19,2,2,33,40,30,1,51,3,4,4,12,5,5,0.25699746
채상병,Bears,28,112,339,369,73,51,13,4,5,33,42,13,2,53,8,1,8,14,0,0,0.21533923
이대수,Bears,26,90,213,237,60,46,9,3,2,22,23,16,0,28,5,1,2,7,2,4,0.28169014
박경수,Twins,24,116,367,444,95,75,11,1,8,46,43,37,0,65,7,10,23,13,6,5,0.25885559
이성열,Bears,23,84,216,254,47,37,7,2,1,23,29,26,2,72,10,1,1,5,8,4,0.21759259
이대형,Twins,24,126,523,574,138,131,5,2,0,71,33,39,1,80,2,1,9,3,63,15,0.26386233
나주환,Wyverns,24,118,361,413,89,67,16,3,3,43,46,26,0,64,6,7,13,12,14,5,0.2465374
지석훈,Heroes,24,12,9,11,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
권도영,Heroes,27,84,136,150,30,22,6,1,1,18,9,10,0,31,1,1,2,3,0,1,0.22058824
정보명,Giants,27,96,285,319,79,57,18,1,3,30,26,21,0,57,10,2,1,9,4,7,0.27719298
이인구,Giants,27,42,149,174,43,36,5,0,2,23,14,15,1,27,2,0,8,2,11,2,0.2885906
서동욱,Twins,24,27,70,82,17,12,1,1,3,9,9,8,0,23,4,0,0,1,0,0,0.24285714
한상훈,Eagles,28,122,314,360,68,53,13,2,0,29,32,32,0,52,2,2,10,9,5,0,0.21656051
김형철,Tigers,28,45,40,41,5,5,0,0,0,4,1,1,0,12,0,0,0,0,1,2,0.125
김태완,Twins,26,37,66,82,16,13,2,1,0,10,1,8,0,16,1,1,5,1,0,0,0.24242424
최현종,Heroes,22,18,32,39,4,3,1,0,0,2,1,4,0,9,0,0,3,0,0,1,0.125
조평호,Heroes,22,14,15,17,1,1,0,0,0,1,1,1,0,4,1,0,0,1,0,0,0.06666667
김주형,Tigers,22,62,146,156,33,23,8,0,2,10,12,5,0,30,3,2,0,3,0,1,0.2260274
이영수,Tigers,27,15,32,38,5,5,0,0,0,1,2,6,0,4,0,0,0,2,0,0,0.15625
고동진,Eagles,28,31,87,97,19,14,5,0,0,14,5,6,0,13,0,0,4,4,2,0,0.2183908
박정권,Wyverns,26,56,127,138,33,25,4,1,3,15,20,11,1,23,0,0,0,3,0,0,0.25984252
정의윤,Twins,21,38,78,90,15,14,1,0,0,8,3,8,1,13,3,0,1,3,0,0,0.19230769
허준,Heroes,26,15,16,16,4,3,0,0,1,1,1,0,0,11,0,0,0,0,0,0,0.25
이원석,Giants,21,53,120,134,33,26,7,0,0,14,5,8,0,15,0,0,6,4,2,1,0.275
송산,Tigers,25,14,19,22,1,0,1,0,0,0,1,2,0,3,0,0,1,0,0,0,0.05263158
오재필,Eagles,25,50,57,62,13,11,2,0,0,8,2,2,0,23,1,0,2,0,1,3,0.22807018
정근우,Wyverns,25,124,491,550,154,122,20,4,8,73,58,46,1,53,3,4,6,9,40,20,0.31364562
이병규,Twins,24,33,78,86,18,10,6,1,1,7,9,5,0,23,2,0,1,3,0,0,0.23076923
최주환,Bears,20,16,15,16,4,1,2,1,0,3,6,1,0,4,0,0,0,0,0,0,0.26666667
유선정,Heroes,21,15,13,14,1,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0.07692308
유재신,Heroes,20,54,93,97,24,21,2,1,0,19,7,1,0,19,1,0,2,2,7,2,0.25806452
이여상,Eagles,24,94,173,192,36,26,8,0,2,19,15,13,0,47,2,0,4,2,7,2,0.20809249
류은재,Tigers,24,13,27,29,4,4,0,0,0,2,0,2,0,8,0,0,0,0,2,0,0.14814815
연경흠,Eagles,24,45,106,121,26,15,5,2,4,13,9,11,0,21,1,2,1,3,0,0,0.24528302
김태완,Eagles,24,124,383,450,102,63,16,0,23,44,73,50,4,78,11,6,0,9,0,1,0.26631854
송광민,Eagles,25,75,140,154,38,24,7,0,7,19,23,10,0,44,3,0,1,5,0,0,0.27142857
이재원,Wyverns,20,82,146,171,46,29,13,1,3,14,25,20,0,24,2,3,0,8,2,0,0.31506849
이명기,Wyverns,20,6,12,13,3,3,0,0,0,2,2,1,0,2,0,0,0,0,0,1,0.25
박용근,Twins,24,93,157,180,31,24,5,1,1,20,5,14,0,31,4,0,5,5,9,4,0.19745223
김준호,Twins,24,29,45,46,12,9,1,1,1,6,7,0,0,10,0,0,1,0,0,0,0.26666667
김남형,Heroes,20,21,22,25,6,5,1,0,0,4,3,1,0,6,0,0,2,0,2,1,0.27272727
채태인,Lions,25,68,248,270,66,43,12,1,10,32,42,19,2,55,2,1,0,6,1,1,0.26612903
김민성,Giants,19,20,25,28,5,4,1,0,0,6,1,0,0,5,2,0,1,1,0,0,0.2
김연훈,Wyverns,23,19,36,38,4,4,0,0,0,4,0,1,0,3,0,0,1,3,0,0,0.11111111
이호신,Tigers,24,10,33,38,7,5,2,0,0,4,1,0,0,9,1,0,4,0,2,1,0.21212121
김용의,Twins,22,18,26,32,4,4,0,0,0,8,1,4,0,5,2,0,0,0,1,0,0.15384615
김재환,Bears,19,14,21,21,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.14285714
전민수,Heroes,19,11,14,16,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0
이성재,Heroes,22,7,10,11,2,1,1,0,0,0,0,1,0,3,0,0,0,2,0,0,0.2
김주현,Lions,22,14,26,30,7,5,1,1,0,6,2,0,0,3,2,0,2,1,0,1,0.26923077
허승민,Lions,22,85,60,64,7,5,2,0,0,7,2,3,0,16,0,0,1,0,7,2,0.11666667
김선빈,Tigers,18,112,278,322,71,67,2,2,0,39,24,30,0,40,2,2,10,8,5,9,0.25539568
박진영,Tigers,23,10,26,27,8,8,0,0,0,3,0,1,0,2,0,0,0,2,0,0,0.30769231
나지완,Tigers,23,73,200,239,59,40,12,1,6,25,30,28,1,44,6,4,1,2,1,2,0.295
최용규,Tigers,22,20,32,37,3,3,0,0,0,2,0,3,0,13,0,0,2,0,1,2,0.09375
이희근,Eagles,23,84,119,135,25,22,3,0,0,6,9,9,0,24,2,1,4,1,2,0,0.21008403
오선진,Eagles,18,46,30,31,4,3,1,0,0,3,1,1,0,7,0,0,0,0,0,0,0.13333333
모창민,Wyverns,23,91,130,147,29,23,5,0,1,30,20,12,0,38,0,1,4,1,10,7,0.22307692
권영진,Wyverns,23,31,35,36,6,5,0,0,1,1,3,1,0,5,0,0,0,1,0,0,0.17142857
김동수,Heroes,39,94,159,180,38,28,7,2,1,15,23,15,0,15,1,2,3,4,0,0,0.23899371
이종열,Twins,35,81,271,303,63,52,7,3,1,24,26,17,0,29,5,6,4,5,0,1,0.23247232
전상렬,Bears,36,59,71,79,14,12,0,1,1,11,7,7,0,15,0,0,1,2,3,3,0.1971831
전준호,Heroes,39,114,352,391,109,87,16,5,1,44,24,35,2,41,1,2,1,5,16,11,0.30965909
안경현,Bears,38,51,113,134,29,23,5,0,1,9,12,14,1,16,4,2,1,3,1,1,0.25663717
이재주,Tigers,34,87,261,314,72,45,15,0,12,37,58,45,2,49,3,5,0,8,2,1,0.27586207
박종호,Lions,34,33,82,94,19,17,2,0,0,8,5,9,0,12,0,1,2,2,0,1,0.23170732
김정민,Twins,38,71,155,178,47,40,6,0,1,11,17,14,0,21,3,1,5,2,1,1,0.30322581
이도형,Eagles,33,54,67,71,15,12,1,0,2,2,16,3,0,16,0,1,0,3,0,0,0.2238806
양준혁,Lions,39,114,385,443,107,81,16,2,8,49,49,46,4,37,7,2,2,10,1,1,0.27792208
김재현,Wyverns,32,108,297,364,92,62,17,3,10,46,60,59,2,40,4,4,0,12,4,3,0.30976431
최동수,Twins,36,110,381,431,101,72,15,0,14,32,62,31,1,62,9,5,5,16,0,3,0.26509186
심정수,Lions,33,22,68,88,16,13,0,0,3,8,7,20,0,11,0,0,0,5,0,1,0.23529412
이숭용,Heroes,37,109,333,375,90,77,10,0,3,37,27,39,2,38,2,1,0,8,1,2,0.27027027
이호준,Wyverns,32,8,25,26,5,3,2,0,0,1,2,1,0,8,0,0,0,1,0,0,0.2
권용관,Twins,31,76,206,230,47,38,6,2,1,15,14,6,0,32,3,3,12,5,1,2,0.22815534
정수근,Giants,31,80,309,362,90,74,16,0,0,51,25,51,0,40,0,0,2,5,24,13,0.29126214
박현승,Giants,35,73,206,242,45,38,5,1,1,27,22,28,1,37,3,3,2,8,3,4,0.2184466
마해영,Giants,37,32,72,87,11,9,0,0,2,3,8,14,0,13,0,1,0,4,0,0,0.15277778
최기문,Giants,35,29,40,44,9,8,0,1,0,2,3,2,0,4,1,0,1,3,0,1,0.225
박재홍,Wyverns,34,112,396,471,126,79,26,2,19,66,72,69,4,66,3,3,0,14,5,6,0.31818182
정경배,Wyverns,34,33,80,89,16,14,1,0,1,7,6,6,0,21,2,0,1,0,0,0,0.2
장성호,Tigers,30,85,293,352,89,64,17,1,7,39,46,53,6,25,3,3,0,11,15,5,0.30375427
심광호,Lions,30,40,71,81,14,12,0,0,2,5,8,4,0,24,3,1,2,2,0,0,0.1971831
이영우,Eagles,34,89,271,305,78,53,21,2,2,41,27,26,0,40,1,5,2,9,2,1,0.28782288
김수연,Eagles,31,9,18,20,3,3,0,0,0,1,0,2,0,5,0,0,0,0,1,0,0.16666667
손지환,Lions,29,45,78,84,14,8,4,0,2,7,11,3,0,7,2,1,0,1,0,1,0.17948718
진갑용,Lions,34,105,272,313,76,58,7,0,11,34,45,30,3,41,1,4,6,6,1,1,0.27941176
김일경,Heroes,29,70,166,187,45,34,9,0,2,16,13,14,0,34,1,0,6,5,5,3,0.27108434
정수성,Heroes,30,76,127,139,32,23,6,2,1,27,14,7,0,32,0,2,3,2,16,6,0.2519685
최만호,Giants,34,28,36,43,3,1,2,0,0,5,1,1,0,14,2,0,4,0,0,0,0.08333333
김창희,Lions,34,103,227,264,64,50,13,0,1,29,19,27,0,35,6,0,4,9,2,1,0.28193833
채종국,Twins,32,55,41,43,8,8,0,0,0,6,1,2,0,3,0,0,0,2,1,0,0.19512195
강동우,Tigers,34,45,40,52,4,3,1,0,0,8,5,8,0,6,1,1,2,0,0,1,0.1
손인호,Twins,33,77,135,152,36,29,7,0,0,13,17,10,0,23,2,3,2,0,1,0,0.26666667
신경현,Eagles,32,107,296,331,79,57,16,3,3,27,41,26,0,54,2,2,5,8,4,3,0.26689189
윤재국,Eagles,33,55,143,169,30,22,7,1,0,25,9,23,0,31,0,0,3,2,2,0,0.20979021
김광삼,Twins,27,13,13,13,5,4,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0.38461538
조성환,Giants,31,123,462,525,151,111,27,3,10,79,81,37,0,81,11,11,4,6,31,3,0.32683983
정성훈,Heroes,28,109,355,399,96,70,21,2,3,43,34,36,1,41,5,1,2,13,8,4,0.27042254
최경환,Tigers,36,65,127,142,37,25,10,1,1,18,15,12,0,13,1,1,1,3,2,0,0.29133858
박기혁,Giants,27,113,351,404,102,87,13,1,1,47,36,40,0,47,2,3,8,6,16,7,0.29059829
이범호,Eagles,26,125,434,508,120,77,21,3,19,80,77,61,0,50,9,4,0,18,12,1,0.2764977
최준석,Bears,25,67,169,195,38,27,5,0,6,16,23,23,2,46,1,2,0,8,1,0,0.22485207
이우민,Giants,26,87,145,172,31,26,1,3,1,27,13,10,0,31,3,1,13,6,4,3,0.2137931
김태균,Eagles,26,115,410,484,133,74,27,1,31,81,92,64,4,67,5,5,0,8,2,0,0.32439024
박용택,Twins,29,96,334,374,86,70,12,2,2,39,32,34,0,55,1,3,2,5,16,6,0.25748503
고영민,Bears,24,126,427,528,114,87,15,3,9,84,70,74,0,109,14,6,7,10,39,9,0.26697892
이종욱,Bears,28,122,458,522,138,119,14,5,0,98,28,52,2,53,4,2,6,4,47,8,0.30131004
이택근,Heroes,27,110,372,428,118,86,19,1,12,59,58,48,4,44,4,3,1,10,18,6,0.3172043
차일목,Tigers,27,106,264,314,65,51,11,1,2,35,31,24,0,46,7,2,17,10,5,4,0.24621212
이용규,Tigers,22,106,417,473,130,100,24,6,0,62,38,47,1,37,3,0,6,4,28,9,0.3117506
김재호,Bears,23,112,261,292,65,51,8,5,1,48,21,25,0,33,2,1,3,7,12,3,0.24904215
박석민,Lions,23,126,416,499,116,74,27,1,14,65,64,61,1,84,12,2,8,15,2,3,0.27884615
강민호,Giants,22,122,435,501,127,82,25,1,19,51,82,49,1,77,7,10,0,13,2,4,0.29195402
최정,Wyverns,21,114,406,476,133,96,24,1,12,77,61,41,2,58,17,2,10,7,19,8,0.32758621
민병헌,Bears,21,87,93,101,18,17,0,1,0,26,0,6,0,18,1,0,1,2,18,6,0.19354839
오재원,Bears,23,117,282,311,70,57,10,3,0,45,28,17,0,62,7,2,3,3,28,7,0.24822695
손아섭,Giants,20,80,218,250,66,51,11,1,3,31,17,28,0,35,2,0,2,4,2,3,0.30275229
우동균,Lions,18,63,138,164,31,18,9,2,2,21,19,22,0,41,1,0,3,0,2,3,0.22463768
전준우,Giants,22,15,30,35,3,0,3,0,0,3,3,5,0,9,0,0,0,1,0,0,0.1
김민재,Eagles,35,114,357,397,86,68,13,0,5,26,35,30,1,37,2,1,7,6,13,3,0.24089636
박경완,Wyverns,35,101,304,370,83,59,17,0,7,44,36,48,0,64,6,5,7,8,6,4,0.27302632
이종범,Tigers,37,110,317,362,90,66,19,4,1,38,38,32,0,26,1,3,9,11,9,3,0.28391167
김재걸,Lions,35,99,187,219,43,35,4,3,1,19,11,20,1,29,6,1,5,11,6,3,0.22994652
박진만,Lions,31,104,332,391,81,61,12,3,5,28,38,44,0,50,3,3,9,9,5,4,0.2439759
김종국,Tigers,34,113,300,346,70,50,16,3,1,33,26,33,0,57,2,1,10,5,13,3,0.23333333
송지만,Heroes,35,118,414,451,116,85,18,0,13,48,62,28,1,82,5,4,0,11,4,5,0.28019324
조인성,Twins,33,102,330,353,75,46,18,1,10,25,49,17,1,76,1,4,1,6,0,0,0.22727273
김동주,Bears,32,109,363,451,112,80,12,2,18,55,104,63,5,54,12,13,0,11,2,2,0.30853994
홍성흔,Bears,31,114,423,460,140,111,19,2,8,45,63,25,5,35,4,5,3,16,8,1,0.33096927
이진영,Wyverns,28,95,324,363,102,74,20,0,8,53,53,31,3,26,3,3,2,4,12,6,0.31481481
브룸바,Heroes,34,102,358,420,105,75,17,0,13,39,61,56,6,79,2,4,0,12,1,1,0.29329609